2024-06-23 16:31:17,958 - model_logger - INFO - [ITERATION 0 | EPOCH 0 | NODE 6] Training on 6 results: loss: 2.303562994462898, accuracy: 0.10476190476190476
2024-06-23 16:31:18,592 - model_logger - INFO - [ITERATION 0 | EPOCH 0 | NODE 7] Training on 7 results: loss: 2.304553876440209, accuracy: 0.10095238095238095
2024-06-23 16:31:18,592 - model_logger - INFO - [ITERATION 0 | EPOCH 0 | NODE 1] Training on 1 results: loss: 2.3048555764807275, accuracy: 0.10361904761904762
2024-06-23 16:31:18,834 - model_logger - INFO - [ITERATION 0 | EPOCH 0 | NODE 4] Training on 4 results: loss: 2.3062048389250975, accuracy: 0.10342857142857143
2024-06-23 16:31:18,849 - model_logger - INFO - [ITERATION 0 | EPOCH 0 | NODE 5] Training on 5 results: loss: 2.302842401596437, accuracy: 0.1
2024-06-23 16:31:18,878 - model_logger - INFO - [ITERATION 0 | EPOCH 0 | NODE 0] Training on 0 results: loss: 2.3039698428418265, accuracy: 0.09676190476190476
2024-06-23 16:31:19,144 - model_logger - INFO - [ITERATION 0 | EPOCH 0 | NODE 3] Training on 3 results: loss: 2.3058042899671807, accuracy: 0.09428571428571429
2024-06-23 16:31:19,278 - model_logger - INFO - [ITERATION 0 | EPOCH 0 | NODE 2] Training on 2 results: loss: 2.304727807102433, accuracy: 0.09561904761904762
2024-06-23 16:31:20,171 - model_logger - INFO - [ITERATION 0 | EPOCH 1 | NODE 6] Training on 6 results: loss: 2.303603126342038, accuracy: 0.10457142857142857
2024-06-23 16:31:20,799 - model_logger - INFO - [ITERATION 0 | EPOCH 1 | NODE 7] Training on 7 results: loss: 2.3045737513576645, accuracy: 0.10095238095238095
2024-06-23 16:31:20,850 - model_logger - INFO - [ITERATION 0 | EPOCH 1 | NODE 1] Training on 1 results: loss: 2.3048527212028045, accuracy: 0.10380952380952381
2024-06-23 16:31:21,061 - model_logger - INFO - [ITERATION 0 | EPOCH 1 | NODE 4] Training on 4 results: loss: 2.3057223946215157, accuracy: 0.10342857142857143
2024-06-23 16:31:21,106 - model_logger - INFO - [ITERATION 0 | EPOCH 1 | NODE 5] Training on 5 results: loss: 2.3031460951609786, accuracy: 0.1
2024-06-23 16:31:21,158 - model_logger - INFO - [ITERATION 0 | EPOCH 1 | NODE 0] Training on 0 results: loss: 2.3036157826343215, accuracy: 0.09676190476190476
