2024-06-25 19:37:55,657 - model_logger - INFO - [ITERATION 0 | EPOCH 0 | NODE 5] Training on 5 results: loss: 2.246394499488499, accuracy: 0.3489583333333333
2024-06-25 19:37:55,933 - model_logger - INFO - [ITERATION 0 | EPOCH 0 | NODE 6] Training on 6 results: loss: 2.242975621983625, accuracy: 0.3553138454566055
2024-06-25 19:37:56,044 - model_logger - INFO - [ITERATION 0 | EPOCH 0 | NODE 7] Training on 7 results: loss: 2.247136408942086, accuracy: 0.3416666666666667
2024-06-25 19:37:56,097 - model_logger - INFO - [ITERATION 0 | EPOCH 0 | NODE 3] Training on 3 results: loss: 2.2300562295648785, accuracy: 0.23771929824561402
2024-06-25 19:37:56,154 - model_logger - INFO - [ITERATION 0 | EPOCH 0 | NODE 2] Training on 2 results: loss: 2.2303032606420383, accuracy: 0.2433208213733716
2024-06-25 19:37:56,209 - model_logger - INFO - [ITERATION 0 | EPOCH 0 | NODE 0] Training on 0 results: loss: 2.229111913177702, accuracy: 0.24151521786730895
2024-06-25 19:37:56,280 - model_logger - INFO - [ITERATION 0 | EPOCH 0 | NODE 4] Training on 4 results: loss: 2.229482882459399, accuracy: 0.24580388692579505
2024-06-25 19:37:56,292 - model_logger - INFO - [ITERATION 0 | EPOCH 0 | NODE 1] Training on 1 results: loss: 2.2263357407516904, accuracy: 0.2475834797891037
2024-06-25 19:37:57,690 - model_logger - INFO - [ITERATION 0 | EPOCH 1 | NODE 5] Training on 5 results: loss: 2.094093336575273, accuracy: 0.3958333333333333
2024-06-25 19:37:57,945 - model_logger - INFO - [ITERATION 0 | EPOCH 1 | NODE 6] Training on 6 results: loss: 2.0882039191066353, accuracy: 0.40244731475186946
2024-06-25 19:37:58,044 - model_logger - INFO - [ITERATION 0 | EPOCH 1 | NODE 7] Training on 7 results: loss: 2.0982518519674027, accuracy: 0.3869369369369369
2024-06-25 19:37:58,181 - model_logger - INFO - [ITERATION 0 | EPOCH 1 | NODE 3] Training on 3 results: loss: 2.121745145983166, accuracy: 0.29210526315789476
2024-06-25 19:37:58,237 - model_logger - INFO - [ITERATION 0 | EPOCH 1 | NODE 2] Training on 2 results: loss: 2.124039478704963, accuracy: 0.2996246412011482
2024-06-25 19:37:58,312 - model_logger - INFO - [ITERATION 0 | EPOCH 1 | NODE 0] Training on 0 results: loss: 2.118852413362927, accuracy: 0.2997591416684913
2024-06-25 19:37:58,356 - model_logger - INFO - [ITERATION 0 | EPOCH 1 | NODE 4] Training on 4 results: loss: 2.121248208301168, accuracy: 0.2999116607773852
2024-06-25 19:37:58,480 - model_logger - INFO - [ITERATION 0 | EPOCH 1 | NODE 1] Training on 1 results: loss: 2.110833149817255, accuracy: 0.3038224956063269
2024-06-25 19:37:59,675 - model_logger - INFO - [ITERATION 0 | EPOCH 2 | NODE 5] Training on 5 results: loss: 1.701224546501602, accuracy: 0.390625
2024-06-25 19:37:59,837 - model_logger - INFO - [ITERATION 0 | EPOCH 2 | NODE 6] Training on 6 results: loss: 1.6903634606928066, accuracy: 0.3981418536143213
2024-06-25 19:37:59,946 - model_logger - INFO - [ITERATION 0 | EPOCH 2 | NODE 7] Training on 7 results: loss: 1.7151734028543746, accuracy: 0.38198198198198197
2024-06-25 19:38:00,154 - model_logger - INFO - [ITERATION 0 | EPOCH 2 | NODE 3] Training on 3 results: loss: 1.8990569429265127, accuracy: 0.29846491228070177
2024-06-25 19:38:00,161 - model_logger - INFO - [ITERATION 0 | EPOCH 2 | NODE 2] Training on 2 results: loss: 1.9091008851225948, accuracy: 0.30183263413557077
2024-06-25 19:38:00,225 - model_logger - INFO - [ITERATION 0 | EPOCH 2 | NODE 0] Training on 0 results: loss: 1.8898123519288168, accuracy: 0.30786074009196407
2024-06-25 19:38:00,288 - model_logger - INFO - [ITERATION 0 | EPOCH 2 | NODE 4] Training on 4 results: loss: 1.9054071500267782, accuracy: 0.2912985865724382
2024-06-25 19:38:00,400 - model_logger - INFO - [ITERATION 0 | EPOCH 2 | NODE 1] Training on 1 results: loss: 1.8601251161760755, accuracy: 0.304701230228471
2024-06-25 19:38:01,790 - model_logger - INFO - [ITERATION 0 | EPOCH 3 | NODE 5] Training on 5 results: loss: 1.4754183655199797, accuracy: 0.42957427536231885
2024-06-25 19:38:01,912 - model_logger - INFO - [ITERATION 0 | EPOCH 3 | NODE 6] Training on 6 results: loss: 1.472562112670014, accuracy: 0.43802401994108314
2024-06-25 19:38:01,965 - model_logger - INFO - [ITERATION 0 | EPOCH 3 | NODE 7] Training on 7 results: loss: 1.4869547997202193, accuracy: 0.41914414414414414
2024-06-25 19:38:02,219 - model_logger - INFO - [ITERATION 0 | EPOCH 3 | NODE 2] Training on 2 results: loss: 1.710811841655785, accuracy: 0.32126297195848974
2024-06-25 19:38:02,388 - model_logger - INFO - [ITERATION 0 | EPOCH 3 | NODE 3] Training on 3 results: loss: 1.7153765675094392, accuracy: 0.3107456140350877
2024-06-25 19:38:02,388 - model_logger - INFO - [ITERATION 0 | EPOCH 3 | NODE 0] Training on 0 results: loss: 1.6999088591999478, accuracy: 0.3177140354718634
2024-06-25 19:38:02,504 - model_logger - INFO - [ITERATION 0 | EPOCH 3 | NODE 4] Training on 4 results: loss: 1.688262099951086, accuracy: 0.31404593639575973
2024-06-25 19:38:02,590 - model_logger - INFO - [ITERATION 0 | EPOCH 3 | NODE 1] Training on 1 results: loss: 1.6726426300075319, accuracy: 0.32095782073813706
2024-06-25 20:01:09,436 - model_logger - INFO - [ITERATION 1 | EPOCH 0 | NODE 0] Training on 0 results: loss: 1.5736706174082227, accuracy: 0.4346398073133348
2024-06-25 20:01:10,001 - model_logger - INFO - [ITERATION 1 | EPOCH 0 | NODE 4] Training on 4 results: loss: 1.542916029271945, accuracy: 0.43507067137809186
2024-06-25 20:01:10,351 - model_logger - INFO - [ITERATION 1 | EPOCH 0 | NODE 6] Training on 6 results: loss: 1.3776123532350513, accuracy: 0.5141627011103558
2024-06-25 20:01:10,411 - model_logger - INFO - [ITERATION 1 | EPOCH 0 | NODE 7] Training on 7 results: loss: 1.3684630078928812, accuracy: 0.5078828828828829
2024-06-25 20:01:10,490 - model_logger - INFO - [ITERATION 1 | EPOCH 0 | NODE 3] Training on 3 results: loss: 1.5837447262472577, accuracy: 0.4114035087719298
2024-06-25 20:01:10,527 - model_logger - INFO - [ITERATION 1 | EPOCH 0 | NODE 2] Training on 2 results: loss: 1.5617904998886754, accuracy: 0.43033782291896666
2024-06-25 20:01:10,541 - model_logger - INFO - [ITERATION 1 | EPOCH 0 | NODE 1] Training on 1 results: loss: 1.5532510181268055, accuracy: 0.4195957820738137
2024-06-25 20:01:10,582 - model_logger - INFO - [ITERATION 1 | EPOCH 0 | NODE 5] Training on 5 results: loss: 1.3637900974439539, accuracy: 0.5201539855072463
2024-06-25 20:01:11,324 - model_logger - INFO - [ITERATION 1 | EPOCH 1 | NODE 0] Training on 0 results: loss: 0.9487406375507513, accuracy: 0.6936719947449091
2024-06-25 20:01:11,937 - model_logger - INFO - [ITERATION 1 | EPOCH 1 | NODE 4] Training on 4 results: loss: 0.9217107946604071, accuracy: 0.7095848056537103
2024-06-25 20:01:12,196 - model_logger - INFO - [ITERATION 1 | EPOCH 1 | NODE 6] Training on 6 results: loss: 0.7069710454215175, accuracy: 0.7738499886698391
2024-06-25 20:01:12,278 - model_logger - INFO - [ITERATION 1 | EPOCH 1 | NODE 7] Training on 7 results: loss: 0.701732216988291, accuracy: 0.775
2024-06-25 20:01:12,397 - model_logger - INFO - [ITERATION 1 | EPOCH 1 | NODE 3] Training on 3 results: loss: 0.9480552644365363, accuracy: 0.6989035087719299
2024-06-25 20:01:12,418 - model_logger - INFO - [ITERATION 1 | EPOCH 1 | NODE 2] Training on 2 results: loss: 0.9233020821087797, accuracy: 0.7134025171119452
2024-06-25 20:01:12,430 - model_logger - INFO - [ITERATION 1 | EPOCH 1 | NODE 5] Training on 5 results: loss: 0.6984429165073063, accuracy: 0.7703804347826086
2024-06-25 20:01:12,436 - model_logger - INFO - [ITERATION 1 | EPOCH 1 | NODE 1] Training on 1 results: loss: 0.9552134780420197, accuracy: 0.7014499121265377
2024-06-25 20:01:13,228 - model_logger - INFO - [ITERATION 1 | EPOCH 2 | NODE 0] Training on 0 results: loss: 0.6083875302639272, accuracy: 0.8134442741405736
