2024-06-24 12:51:24,283 - model_logger - INFO - [ITERATION 0 | EPOCH 0 | NODE 6] Training on 6 results: loss: 2.2872617534689, accuracy: 0.14954265049989365
2024-06-24 12:51:24,403 - model_logger - INFO - [ITERATION 0 | EPOCH 0 | NODE 3] Training on 3 results: loss: 2.282978173664638, accuracy: 0.37592968221771467
2024-06-24 12:51:24,485 - model_logger - INFO - [ITERATION 0 | EPOCH 0 | NODE 7] Training on 7 results: loss: 2.2895017314601587, accuracy: 0.15538102313733815
2024-06-24 12:51:24,528 - model_logger - INFO - [ITERATION 0 | EPOCH 0 | NODE 4] Training on 4 results: loss: 2.283498978614807, accuracy: 0.3674345076784101
2024-06-24 12:51:24,542 - model_logger - INFO - [ITERATION 0 | EPOCH 0 | NODE 0] Training on 0 results: loss: 2.281269226755415, accuracy: 0.38153777380420206
2024-06-24 12:51:24,614 - model_logger - INFO - [ITERATION 0 | EPOCH 0 | NODE 2] Training on 2 results: loss: 2.2819986275264195, accuracy: 0.375673249551167
2024-06-24 12:51:24,690 - model_logger - INFO - [ITERATION 0 | EPOCH 0 | NODE 1] Training on 1 results: loss: 2.2798541028734665, accuracy: 0.38844265952699686
2024-06-24 12:51:24,772 - model_logger - INFO - [ITERATION 0 | EPOCH 0 | NODE 5] Training on 5 results: loss: 2.2880322159947575, accuracy: 0.15433946130825138
2024-06-24 12:51:26,300 - model_logger - INFO - [ITERATION 0 | EPOCH 1 | NODE 6] Training on 6 results: loss: 2.2799521298021883, accuracy: 0.15634971282705806
2024-06-24 12:51:26,333 - model_logger - INFO - [ITERATION 0 | EPOCH 1 | NODE 3] Training on 3 results: loss: 2.2683885301862445, accuracy: 0.37592968221771467
2024-06-24 12:51:26,438 - model_logger - INFO - [ITERATION 0 | EPOCH 1 | NODE 4] Training on 4 results: loss: 2.2694181612559725, accuracy: 0.3674345076784101
2024-06-24 12:51:26,457 - model_logger - INFO - [ITERATION 0 | EPOCH 1 | NODE 0] Training on 0 results: loss: 2.2662924119404386, accuracy: 0.38153777380420206
2024-06-24 12:51:26,504 - model_logger - INFO - [ITERATION 0 | EPOCH 1 | NODE 7] Training on 7 results: loss: 2.282348349287703, accuracy: 0.15771598386754404
2024-06-24 12:51:26,556 - model_logger - INFO - [ITERATION 0 | EPOCH 1 | NODE 2] Training on 2 results: loss: 2.2670967783246723, accuracy: 0.375673249551167
