2024-12-03 13:44:53,905 - model_logger - INFO - [ITERATION 0 | EPOCH 0 | NODE 7] Training on 7 results: loss: 1.8424188003205417, accuracy: 0.39816104764558374
2024-12-03 13:44:54,983 - model_logger - INFO - [ITERATION 0 | EPOCH 0 | NODE 3] Training on 3 results: loss: 1.774036217154118, accuracy: 0.39370298133184733
2024-12-03 13:44:56,271 - model_logger - INFO - [ITERATION 0 | EPOCH 0 | NODE 6] Training on 6 results: loss: 1.7827287075812357, accuracy: 0.46001671774867653
2024-12-03 13:44:57,704 - model_logger - INFO - [ITERATION 0 | EPOCH 0 | NODE 4] Training on 4 results: loss: 1.7695393374091701, accuracy: 0.39509612705488995
2024-12-03 13:45:00,167 - model_logger - INFO - [ITERATION 0 | EPOCH 0 | NODE 2] Training on 2 results: loss: 1.805840580086959, accuracy: 0.37029813318473115
2024-12-03 13:45:02,394 - model_logger - INFO - [ITERATION 0 | EPOCH 1 | NODE 3] Training on 3 results: loss: 1.3810463495421827, accuracy: 0.4742268041237113
2024-12-03 13:45:02,828 - model_logger - INFO - [ITERATION 0 | EPOCH 1 | NODE 7] Training on 7 results: loss: 1.3415169025722302, accuracy: 0.5268877124547228
2024-12-03 13:45:03,338 - model_logger - INFO - [ITERATION 0 | EPOCH 0 | NODE 0] Training on 0 results: loss: 1.7878990758929336, accuracy: 0.43856227361382
2024-12-03 13:45:03,452 - model_logger - INFO - [ITERATION 0 | EPOCH 0 | NODE 5] Training on 5 results: loss: 1.9437658368495472, accuracy: 0.34215658957927
2024-12-03 13:45:04,143 - model_logger - INFO - [ITERATION 0 | EPOCH 0 | NODE 1] Training on 1 results: loss: 1.8036377869154279, accuracy: 0.3658400668709947
2024-12-03 13:45:05,037 - model_logger - INFO - [ITERATION 0 | EPOCH 1 | NODE 6] Training on 6 results: loss: 1.2676460199188768, accuracy: 0.5789913624965172
2024-12-03 13:45:07,283 - model_logger - INFO - [ITERATION 0 | EPOCH 1 | NODE 4] Training on 4 results: loss: 1.3850892824039125, accuracy: 0.4494288102535525
2024-12-03 13:45:08,898 - model_logger - INFO - [ITERATION 0 | EPOCH 1 | NODE 2] Training on 2 results: loss: 1.402703333319279, accuracy: 0.45862357202563386
2024-12-03 13:45:09,464 - model_logger - INFO - [ITERATION 0 | EPOCH 2 | NODE 3] Training on 3 results: loss: 1.2330341705104761, accuracy: 0.4876010030649206
2024-12-03 13:45:10,456 - model_logger - INFO - [ITERATION 0 | EPOCH 1 | NODE 5] Training on 5 results: loss: 1.454084977769015, accuracy: 0.44357759821677345
2024-12-03 13:45:11,323 - model_logger - INFO - [ITERATION 0 | EPOCH 2 | NODE 7] Training on 7 results: loss: 1.1795618178551657, accuracy: 0.5413764279743661
2024-12-03 13:45:14,462 - model_logger - INFO - [ITERATION 0 | EPOCH 1 | NODE 0] Training on 0 results: loss: 1.3005481728336268, accuracy: 0.5703538590136529
2024-12-03 13:45:17,033 - model_logger - INFO - [ITERATION 0 | EPOCH 1 | NODE 1] Training on 1 results: loss: 1.3983089777461268, accuracy: 0.4608526051825021
2024-12-03 13:45:17,390 - model_logger - INFO - [ITERATION 0 | EPOCH 2 | NODE 6] Training on 6 results: loss: 1.1067177611484862, accuracy: 0.5943159654499861
2024-12-03 13:45:17,408 - model_logger - INFO - [ITERATION 0 | EPOCH 2 | NODE 5] Training on 5 results: loss: 1.2780863820460804, accuracy: 0.4622457509055447
2024-12-03 13:45:20,770 - model_logger - INFO - [ITERATION 0 | EPOCH 2 | NODE 4] Training on 4 results: loss: 1.235572570248654, accuracy: 0.4664251880746726
2024-12-03 13:45:22,122 - model_logger - INFO - [ITERATION 0 | EPOCH 2 | NODE 2] Training on 2 results: loss: 1.2491382904220045, accuracy: 0.4842574533296183
2024-12-03 13:45:25,833 - model_logger - INFO - [ITERATION 0 | EPOCH 2 | NODE 0] Training on 0 results: loss: 1.1453702282487301, accuracy: 0.5828921705210365
2024-12-03 13:45:31,132 - model_logger - INFO - [ITERATION 0 | EPOCH 2 | NODE 1] Training on 1 results: loss: 1.2426226463234216, accuracy: 0.4848147116188353
