client_id,partition,total_samples,0,1,2,3,4,5,6,7,8,9
orchestrator,central_test_set,10000,980,1135,1032,1010,982,892,958,1028,974,1009
0,train_set,3828,0,0,0,197,273,338,990,563,873,594
0,test_set,1641,0,0,0,79,92,157,443,245,349,276
1,train_set,3854,0,0,0,191,268,371,1016,588,849,571
1,test_set,1652,0,0,0,63,124,186,421,253,371,234
2,train_set,3845,0,0,0,188,270,354,1067,554,821,591
2,test_set,1648,0,0,0,66,115,158,439,230,384,256
3,train_set,3798,192,343,597,0,0,0,35,770,746,1115
3,test_set,1628,82,161,259,0,0,0,12,334,298,482
4,train_set,3812,201,355,581,0,0,0,33,798,751,1093
4,test_set,1635,91,161,272,0,0,0,12,356,285,458
5,train_set,3825,219,391,601,0,0,0,27,792,784,1011
5,test_set,1640,70,160,263,0,0,0,12,359,288,488
6,train_set,3777,162,360,730,863,629,1033,0,0,0,0
6,test_set,1620,69,144,319,358,299,431,0,0,0,0
7,train_set,3796,172,327,758,850,658,1031,0,0,0,0
7,test_set,1627,73,129,325,365,309,426,0,0,0,0
8,train_set,3786,146,306,727,897,660,1050,0,0,0,0
8,test_set,1623,66,140,329,353,323,412,0,0,0,0
9,train_set,3796,174,297,730,874,671,1050,0,0,0,0
9,test_set,1628,87,143,317,361,294,426,0,0,0,0
