client_id,partition,total_samples,0,1,2,3,4,5,6,7,8,9
orchestrator,central_test_set,10000,980,1135,1032,1010,982,892,958,1028,974,1009
0,train_set,3146,0,0,0,1061,249,179,288,162,130,1077
0,test_set,1349,0,0,0,434,119,85,120,84,55,452
1,train_set,3157,0,0,0,1080,231,165,275,192,135,1079
1,test_set,1353,0,0,0,435,108,77,120,77,49,487
2,train_set,3165,0,0,0,1055,235,183,255,188,124,1125
2,test_set,1357,0,0,0,467,79,69,114,88,53,487
3,train_set,3140,0,0,0,1034,242,164,263,183,137,1117
3,test_set,1346,0,0,0,448,87,76,95,78,71,491
4,train_set,3229,127,583,642,0,0,0,81,443,540,813
4,test_set,1385,74,256,259,0,0,0,40,182,231,343
5,train_set,3258,126,612,646,0,0,0,76,413,529,856
5,test_set,1397,50,256,279,0,0,0,43,179,254,336
6,train_set,3251,116,570,659,0,0,0,101,450,522,833
6,test_set,1394,53,245,290,0,0,0,42,196,227,341
7,train_set,3266,134,596,628,0,0,0,93,436,545,834
7,test_set,1400,51,267,279,0,0,0,28,182,244,349
8,train_set,2998,71,1784,256,140,281,466,0,0,0,0
8,test_set,1285,34,764,126,61,119,181,0,0,0,0
9,train_set,3012,76,1753,272,144,266,501,0,0,0,0
9,test_set,1292,39,741,127,67,122,196,0,0,0,0
10,train_set,3033,68,1749,286,147,312,471,0,0,0,0
10,test_set,1301,35,766,126,50,116,208,0,0,0,0
11,train_set,3019,57,1763,270,164,269,496,0,0,0,0
11,test_set,1295,36,745,111,64,99,240,0,0,0,0
