2024-06-20 17:34:35,238 - model_logger - INFO - [ITERATION 0 | EPOCH 0 | NODE 1] Training on 1 results: loss: 1.6011157199128034, accuracy: 0.41506996770721205
2024-06-20 17:34:38,677 - model_logger - INFO - [ITERATION 0 | EPOCH 0 | NODE 3] Training on 3 results: loss: 1.6221670075638654, accuracy: 0.4099871410201457
2024-06-20 17:34:38,996 - model_logger - INFO - [ITERATION 0 | EPOCH 0 | NODE 4] Training on 4 results: loss: 1.5987444880761599, accuracy: 0.3478531425015557
2024-06-20 17:34:39,291 - model_logger - INFO - [ITERATION 0 | EPOCH 0 | NODE 2] Training on 2 results: loss: 1.618556755862824, accuracy: 0.4088077336197637
2024-06-20 17:34:39,580 - model_logger - INFO - [ITERATION 0 | EPOCH 0 | NODE 0] Training on 0 results: loss: 1.5765762361761642, accuracy: 0.4319158075601375
2024-06-20 17:34:40,050 - model_logger - INFO - [ITERATION 0 | EPOCH 0 | NODE 5] Training on 5 results: loss: 1.6184969732635899, accuracy: 0.35260115606936415
2024-06-20 17:34:47,841 - model_logger - INFO - [ITERATION 0 | EPOCH 1 | NODE 1] Training on 1 results: loss: 1.4478179706286078, accuracy: 0.48568353067814857
2024-06-20 17:34:51,225 - model_logger - INFO - [ITERATION 0 | EPOCH 1 | NODE 3] Training on 3 results: loss: 1.4768030725113332, accuracy: 0.4588512644663523
2024-06-20 17:34:52,088 - model_logger - INFO - [ITERATION 0 | EPOCH 1 | NODE 2] Training on 2 results: loss: 1.4799952278398487, accuracy: 0.45263157894736844
2024-06-20 17:34:52,189 - model_logger - INFO - [ITERATION 0 | EPOCH 1 | NODE 4] Training on 4 results: loss: 1.4375806184191453, accuracy: 0.3903754407799212
2024-06-20 17:34:52,326 - model_logger - INFO - [ITERATION 0 | EPOCH 1 | NODE 0] Training on 0 results: loss: 1.4136759548971098, accuracy: 0.49291237113402064
2024-06-20 17:34:53,268 - model_logger - INFO - [ITERATION 0 | EPOCH 1 | NODE 5] Training on 5 results: loss: 1.484434557588477, accuracy: 0.37737407101568954
2024-06-20 17:35:00,439 - model_logger - INFO - [ITERATION 0 | EPOCH 2 | NODE 1] Training on 1 results: loss: 1.352186436522497, accuracy: 0.5423035522066738
2024-06-20 17:35:03,489 - model_logger - INFO - [ITERATION 0 | EPOCH 2 | NODE 3] Training on 3 results: loss: 1.3794546192639494, accuracy: 0.5169309901414488
2024-06-20 17:35:04,216 - model_logger - INFO - [ITERATION 0 | EPOCH 2 | NODE 2] Training on 2 results: loss: 1.3793117493799287, accuracy: 0.5114930182599355
2024-06-20 17:35:04,565 - model_logger - INFO - [ITERATION 0 | EPOCH 2 | NODE 4] Training on 4 results: loss: 1.3294649061403776, accuracy: 0.4476249740717693
2024-06-20 17:35:04,584 - model_logger - INFO - [ITERATION 0 | EPOCH 2 | NODE 0] Training on 0 results: loss: 1.3350231533181178, accuracy: 0.5365120274914089
2024-06-20 17:35:05,115 - model_logger - INFO - [ITERATION 0 | EPOCH 2 | NODE 5] Training on 5 results: loss: 1.4174830788060238, accuracy: 0.407514450867052
2024-06-20 17:59:05,635 - model_logger - INFO - [ITERATION 1 | EPOCH 0 | NODE 1] Training on 1 results: loss: 1.371512623682414, accuracy: 0.5248654467168999
2024-06-20 17:59:06,423 - model_logger - INFO - [ITERATION 1 | EPOCH 0 | NODE 3] Training on 3 results: loss: 1.4029232541175738, accuracy: 0.5060008572653236
2024-06-20 17:59:06,585 - model_logger - INFO - [ITERATION 1 | EPOCH 0 | NODE 2] Training on 2 results: loss: 1.3982810827150738, accuracy: 0.5016111707841031
2024-06-20 17:59:06,660 - model_logger - INFO - [ITERATION 1 | EPOCH 0 | NODE 0] Training on 0 results: loss: 1.3723724329308287, accuracy: 0.5070876288659794
2024-06-20 17:59:06,859 - model_logger - INFO - [ITERATION 1 | EPOCH 0 | NODE 4] Training on 4 results: loss: 1.474948674440384, accuracy: 0.39680564198299106
2024-06-20 17:59:07,327 - model_logger - INFO - [ITERATION 1 | EPOCH 0 | NODE 5] Training on 5 results: loss: 1.4812909160789691, accuracy: 0.407514450867052
2024-06-20 17:59:19,479 - model_logger - INFO - [ITERATION 1 | EPOCH 1 | NODE 1] Training on 1 results: loss: 1.3048886583275991, accuracy: 0.5442411194833154
2024-06-20 17:59:20,136 - model_logger - INFO - [ITERATION 1 | EPOCH 1 | NODE 2] Training on 2 results: loss: 1.3328455670239174, accuracy: 0.5276047261009666
2024-06-20 17:59:20,148 - model_logger - INFO - [ITERATION 1 | EPOCH 1 | NODE 3] Training on 3 results: loss: 1.3358478970723608, accuracy: 0.5304329189884269
2024-06-20 17:59:20,406 - model_logger - INFO - [ITERATION 1 | EPOCH 1 | NODE 0] Training on 0 results: loss: 1.2987290408513317, accuracy: 0.5472508591065293
2024-06-20 17:59:21,149 - model_logger - INFO - [ITERATION 1 | EPOCH 1 | NODE 4] Training on 4 results: loss: 1.3417445342791707, accuracy: 0.4378759593445343
2024-06-20 17:59:21,271 - model_logger - INFO - [ITERATION 1 | EPOCH 1 | NODE 5] Training on 5 results: loss: 1.3536528395979028, accuracy: 0.4388934764657308
2024-06-20 17:59:32,979 - model_logger - INFO - [ITERATION 1 | EPOCH 2 | NODE 1] Training on 1 results: loss: 1.2593537765006497, accuracy: 0.5608180839612487
2024-06-20 17:59:33,164 - model_logger - INFO - [ITERATION 1 | EPOCH 2 | NODE 2] Training on 2 results: loss: 1.2944966472991526, accuracy: 0.5430719656283566
2024-06-20 17:59:33,494 - model_logger - INFO - [ITERATION 1 | EPOCH 2 | NODE 3] Training on 3 results: loss: 1.3004888639058152, accuracy: 0.548006858122589
2024-06-20 17:59:34,129 - model_logger - INFO - [ITERATION 1 | EPOCH 2 | NODE 0] Training on 0 results: loss: 1.26085890972451, accuracy: 0.5605670103092784
2024-06-20 17:59:34,959 - model_logger - INFO - [ITERATION 1 | EPOCH 2 | NODE 4] Training on 4 results: loss: 1.2863960407282178, accuracy: 0.4752126114913918
2024-06-20 17:59:35,589 - model_logger - INFO - [ITERATION 1 | EPOCH 2 | NODE 5] Training on 5 results: loss: 1.3016694360657741, accuracy: 0.467382328654005
2024-06-20 18:23:08,035 - model_logger - INFO - [ITERATION 2 | EPOCH 0 | NODE 0] Training on 0 results: loss: 1.2707204998356023, accuracy: 0.5586340206185567
2024-06-20 18:23:08,390 - model_logger - INFO - [ITERATION 2 | EPOCH 0 | NODE 2] Training on 2 results: loss: 1.2858838904393863, accuracy: 0.5501611170784103
2024-06-20 18:23:08,683 - model_logger - INFO - [ITERATION 2 | EPOCH 0 | NODE 1] Training on 1 results: loss: 1.2723892821024543, accuracy: 0.5578040904198063
2024-06-20 18:23:08,891 - model_logger - INFO - [ITERATION 2 | EPOCH 0 | NODE 4] Training on 4 results: loss: 1.3638168949829905, accuracy: 0.4416096245592201
2024-06-20 18:23:09,038 - model_logger - INFO - [ITERATION 2 | EPOCH 0 | NODE 3] Training on 3 results: loss: 1.303760971108528, accuracy: 0.5462923274753536
