2024-06-20 17:34:47,886 - model_logger - INFO - [ITERATION 0 | EPOCH 0 | NODE 1] Training on 1 results: loss: 2.289823052675828, accuracy: 0.13080747471284074
2024-06-20 17:34:51,135 - model_logger - INFO - [ITERATION 0 | EPOCH 0 | NODE 3] Training on 3 results: loss: 2.3002582788467407, accuracy: 0.12189267958169038
2024-06-20 17:34:51,189 - model_logger - INFO - [ITERATION 0 | EPOCH 0 | NODE 4] Training on 4 results: loss: 2.281396246474722, accuracy: 0.14520829761700668
2024-06-20 17:34:51,625 - model_logger - INFO - [ITERATION 0 | EPOCH 0 | NODE 2] Training on 2 results: loss: 2.297046371128248, accuracy: 0.12394993999657124
2024-06-20 17:34:51,784 - model_logger - INFO - [ITERATION 0 | EPOCH 0 | NODE 0] Training on 0 results: loss: 2.302731700565504, accuracy: 0.12943596776958682
2024-06-20 17:34:52,056 - model_logger - INFO - [ITERATION 0 | EPOCH 0 | NODE 5] Training on 5 results: loss: 2.281003527019335, accuracy: 0.1416080918909652
2024-06-20 17:35:03,501 - model_logger - INFO - [ITERATION 0 | EPOCH 1 | NODE 1] Training on 1 results: loss: 2.2376825602158257, accuracy: 0.1563517915309446
2024-06-20 17:35:06,950 - model_logger - INFO - [ITERATION 0 | EPOCH 1 | NODE 4] Training on 4 results: loss: 2.2232538150704424, accuracy: 0.16886679238813646
2024-06-20 17:35:07,256 - model_logger - INFO - [ITERATION 0 | EPOCH 1 | NODE 3] Training on 3 results: loss: 2.2573054743849714, accuracy: 0.15309446254071662
2024-06-20 17:35:08,025 - model_logger - INFO - [ITERATION 0 | EPOCH 1 | NODE 2] Training on 2 results: loss: 2.2583335897196894, accuracy: 0.14966569518258185
2024-06-20 17:35:08,566 - model_logger - INFO - [ITERATION 0 | EPOCH 1 | NODE 0] Training on 0 results: loss: 2.2448127295659934, accuracy: 0.1635522029830276
2024-06-20 17:35:08,789 - model_logger - INFO - [ITERATION 0 | EPOCH 1 | NODE 5] Training on 5 results: loss: 2.2263204299885295, accuracy: 0.16560946339790844
2024-06-20 17:35:19,864 - model_logger - INFO - [ITERATION 0 | EPOCH 2 | NODE 1] Training on 1 results: loss: 2.1951851818872536, accuracy: 0.1846391222355563
2024-06-20 17:35:23,463 - model_logger - INFO - [ITERATION 0 | EPOCH 2 | NODE 4] Training on 4 results: loss: 2.170802011438038, accuracy: 0.19886850677181553
2024-06-20 17:35:23,472 - model_logger - INFO - [ITERATION 0 | EPOCH 2 | NODE 3] Training on 3 results: loss: 2.2297938647477524, accuracy: 0.1657809017658152
2024-06-20 17:35:24,176 - model_logger - INFO - [ITERATION 0 | EPOCH 2 | NODE 2] Training on 2 results: loss: 2.2334364652633667, accuracy: 0.16458083319046804
2024-06-20 17:35:25,407 - model_logger - INFO - [ITERATION 0 | EPOCH 2 | NODE 5] Training on 5 results: loss: 2.1706658057544543, accuracy: 0.19389679410252014
2024-06-20 17:35:26,066 - model_logger - INFO - [ITERATION 0 | EPOCH 2 | NODE 0] Training on 0 results: loss: 2.2027966924335645, accuracy: 0.18446768386764958
2024-06-20 18:01:56,209 - model_logger - INFO - [ITERATION 1 | EPOCH 0 | NODE 1] Training on 1 results: loss: 2.196134067100027, accuracy: 0.18378193039602264
2024-06-20 18:01:56,417 - model_logger - INFO - [ITERATION 1 | EPOCH 0 | NODE 3] Training on 3 results: loss: 2.2335795734239663, accuracy: 0.15823761357791874
2024-06-20 18:01:57,561 - model_logger - INFO - [ITERATION 1 | EPOCH 0 | NODE 5] Training on 5 results: loss: 2.1827434793762537, accuracy: 0.1873821361220641
2024-06-20 18:01:57,817 - model_logger - INFO - [ITERATION 1 | EPOCH 0 | NODE 2] Training on 2 results: loss: 2.218290354894555, accuracy: 0.17212412137836447
2024-06-20 18:01:58,194 - model_logger - INFO - [ITERATION 1 | EPOCH 0 | NODE 4] Training on 4 results: loss: 2.168193587790365, accuracy: 0.19441110920624036
2024-06-20 18:01:58,213 - model_logger - INFO - [ITERATION 1 | EPOCH 0 | NODE 0] Training on 0 results: loss: 2.192960026471511, accuracy: 0.17829590262300704
2024-06-20 18:02:13,453 - model_logger - INFO - [ITERATION 1 | EPOCH 1 | NODE 1] Training on 1 results: loss: 2.1323809027671814, accuracy: 0.2028115892336705
2024-06-20 18:02:14,070 - model_logger - INFO - [ITERATION 1 | EPOCH 1 | NODE 2] Training on 2 results: loss: 2.1793777553931526, accuracy: 0.18703925938625066
2024-06-20 18:02:14,114 - model_logger - INFO - [ITERATION 1 | EPOCH 1 | NODE 5] Training on 5 results: loss: 2.128587004931077, accuracy: 0.2055546031201783
2024-06-20 18:02:14,310 - model_logger - INFO - [ITERATION 1 | EPOCH 1 | NODE 3] Training on 3 results: loss: 2.2114065004431684, accuracy: 0.17109549117092404
2024-06-20 18:02:15,930 - model_logger - INFO - [ITERATION 1 | EPOCH 1 | NODE 4] Training on 4 results: loss: 2.11166640597841, accuracy: 0.21275501457226126
2024-06-20 18:02:15,933 - model_logger - INFO - [ITERATION 1 | EPOCH 1 | NODE 0] Training on 0 results: loss: 2.139118793218032, accuracy: 0.2137836447797017
2024-06-20 18:02:30,198 - model_logger - INFO - [ITERATION 1 | EPOCH 2 | NODE 1] Training on 1 results: loss: 2.0736195172952567, accuracy: 0.22715583747642723
2024-06-20 18:02:30,267 - model_logger - INFO - [ITERATION 1 | EPOCH 2 | NODE 2] Training on 2 results: loss: 2.12675061174061, accuracy: 0.2178981656094634
2024-06-20 18:02:30,874 - model_logger - INFO - [ITERATION 1 | EPOCH 2 | NODE 5] Training on 5 results: loss: 2.0679477867872817, accuracy: 0.2307560432024687
2024-06-20 18:02:30,963 - model_logger - INFO - [ITERATION 1 | EPOCH 2 | NODE 3] Training on 3 results: loss: 2.178098201751709, accuracy: 0.1882393279615978
2024-06-20 18:02:32,559 - model_logger - INFO - [ITERATION 1 | EPOCH 2 | NODE 4] Training on 4 results: loss: 2.052772297807362, accuracy: 0.23229898851362935
2024-06-20 18:02:32,954 - model_logger - INFO - [ITERATION 1 | EPOCH 2 | NODE 0] Training on 0 results: loss: 2.0813402598318844, accuracy: 0.23144179667409567
2024-06-20 18:29:12,449 - model_logger - INFO - [ITERATION 2 | EPOCH 0 | NODE 4] Training on 4 results: loss: 2.0478632333485978, accuracy: 0.24464255100291446
2024-06-20 18:29:13,044 - model_logger - INFO - [ITERATION 2 | EPOCH 0 | NODE 5] Training on 5 results: loss: 2.049355606669965, accuracy: 0.2283559060517744
2024-06-20 18:29:13,154 - model_logger - INFO - [ITERATION 2 | EPOCH 0 | NODE 0] Training on 0 results: loss: 2.0715735800888226, accuracy: 0.23401337219269672
2024-06-20 18:29:13,264 - model_logger - INFO - [ITERATION 2 | EPOCH 0 | NODE 2] Training on 2 results: loss: 2.097107309362163, accuracy: 0.22184124807131836
2024-06-20 18:29:13,980 - model_logger - INFO - [ITERATION 2 | EPOCH 0 | NODE 1] Training on 1 results: loss: 2.0688055559344916, accuracy: 0.2283559060517744
2024-06-20 18:29:14,234 - model_logger - INFO - [ITERATION 2 | EPOCH 0 | NODE 3] Training on 3 results: loss: 2.1292378733987394, accuracy: 0.20624035659180526
2024-06-20 18:29:29,223 - model_logger - INFO - [ITERATION 2 | EPOCH 1 | NODE 4] Training on 4 results: loss: 2.0063018565592556, accuracy: 0.2466998114177953
2024-06-20 18:29:29,751 - model_logger - INFO - [ITERATION 2 | EPOCH 1 | NODE 0] Training on 0 results: loss: 2.02161371189615, accuracy: 0.24772844162523572
2024-06-20 18:29:30,083 - model_logger - INFO - [ITERATION 2 | EPOCH 1 | NODE 2] Training on 2 results: loss: 2.044868210087652, accuracy: 0.24378535916338076
2024-06-20 18:29:30,397 - model_logger - INFO - [ITERATION 2 | EPOCH 1 | NODE 5] Training on 5 results: loss: 1.9958520298418791, accuracy: 0.2600720041145208
2024-06-20 18:29:30,894 - model_logger - INFO - [ITERATION 2 | EPOCH 1 | NODE 1] Training on 1 results: loss: 2.017797856227211, accuracy: 0.24909994856848963
2024-06-20 18:29:31,233 - model_logger - INFO - [ITERATION 2 | EPOCH 1 | NODE 3] Training on 3 results: loss: 2.0755581583665763, accuracy: 0.2283559060517744
2024-06-20 18:29:46,893 - model_logger - INFO - [ITERATION 2 | EPOCH 2 | NODE 2] Training on 2 results: loss: 1.994080486504928, accuracy: 0.2568146751242928
2024-06-20 18:29:46,895 - model_logger - INFO - [ITERATION 2 | EPOCH 2 | NODE 4] Training on 4 results: loss: 1.9601752226767333, accuracy: 0.26298645636893536
2024-06-20 18:29:47,414 - model_logger - INFO - [ITERATION 2 | EPOCH 2 | NODE 0] Training on 0 results: loss: 1.983943214882975, accuracy: 0.26984399108520485
2024-06-20 18:29:47,637 - model_logger - INFO - [ITERATION 2 | EPOCH 2 | NODE 5] Training on 5 results: loss: 1.9526255156682886, accuracy: 0.2744728270186868
