client_id,partition,total_samples,0,1,2,3,4,5,6,7,8,9
orchestrator,central_test_set,10000,980,1135,1032,1010,982,892,958,1028,974,1009
0,train_set,5250,513,584,513,559,498,456,524,584,503,516
0,test_set,2250,243,259,233,228,204,206,225,205,224,223
1,train_set,5250,493,587,527,546,520,504,525,567,521,460
1,test_set,2250,216,240,234,207,230,205,219,248,224,227
2,train_set,5250,493,605,495,518,522,454,515,580,528,540
2,test_set,2250,215,250,221,231,214,214,229,231,226,219
3,train_set,5250,518,589,519,569,519,445,525,529,491,546
3,test_set,2250,227,241,225,217,217,203,218,240,218,244
4,train_set,5250,551,567,504,554,510,471,518,530,542,503
4,test_set,2250,215,265,218,228,220,192,251,235,207,219
5,train_set,5250,533,580,526,561,493,492,498,534,490,543
5,test_set,2250,249,268,208,205,222,204,195,234,240,225
6,train_set,5250,502,619,538,542,492,460,526,549,491,531
6,test_set,2250,221,262,214,211,255,212,212,234,214,215
7,train_set,5250,540,581,514,534,510,489,516,524,530,512
7,test_set,2250,194,245,269,221,216,214,222,241,202,226
