client_id,partition,total_samples,0,1,2,3,4,5,6,7,8,9
orchestrator,central_test_set,10000,980,1135,1032,1010,982,892,958,1028,974,1009
0,train_set,3500,355,363,371,358,301,308,390,370,336,348
0,test_set,1500,156,159,144,177,142,137,145,146,143,151
1,train_set,3500,377,401,340,362,339,311,336,385,320,329
1,test_set,1500,132,172,161,158,161,153,129,156,138,140
2,train_set,3500,336,401,346,332,336,321,347,353,362,366
2,test_set,1500,142,188,147,152,167,138,135,155,126,150
3,train_set,3500,316,377,366,352,336,324,339,360,375,355
3,test_set,1500,153,157,145,164,164,132,130,150,144,161
4,train_set,3500,342,405,342,340,328,315,361,352,361,354
4,test_set,1500,156,161,138,145,143,138,139,150,163,167
5,train_set,3500,334,391,351,350,341,326,348,358,353,348
5,test_set,1500,156,167,147,142,131,143,133,168,170,143
6,train_set,3500,317,400,326,333,358,338,352,416,326,334
6,test_set,1500,158,161,144,157,133,124,160,165,150,148
7,train_set,3500,341,380,358,347,366,300,351,375,330,352
7,test_set,1500,158,164,152,161,142,125,143,147,146,162
8,train_set,3500,352,410,349,387,368,291,335,365,315,328
8,test_set,1500,161,177,124,162,150,136,148,171,158,113
9,train_set,3500,353,384,337,360,357,340,333,354,336,346
9,test_set,1500,139,160,159,147,136,132,158,162,158,149
10,train_set,3500,319,410,352,359,357,300,341,350,352,360
10,test_set,1500,159,176,153,169,132,119,147,155,143,147
11,train_set,3500,366,407,365,372,317,331,344,355,301,342
11,test_set,1500,145,171,141,145,137,139,174,147,145,156
